artist,song,link,text
Venom,Venom,/v/venom/venom_20334421.html,"Hell, yeah  
The scent of Zenith clogs the midnight air  
You look around to see yourself and stare  
Hot knives, you know you're not alone  
The thunder burst your mind and cracks your bones  
V E N O M  
V E N O M  
V E N O M  
V E N O M, yeah  
This is our hell and that's the way we live  
Your eyes transfixed by a deadly riff  
There ain't no doorway to Satan's mind  
He takes your soul and leaves your shell behind  
V E N O M  
V E N O M  
V E N O M  
V E N O M  
Jeff Mantas on lead guitar  
The sins of man dictate eternity  
We are the sons of Satan, we the three  
The final gift of Hades, is Satan band  
And now the future lies in his beloved hand  
V E N O M  
V E N O M  
V E N O M  
V E N O M  
Drag you to Hell  

"
Bette Midler,The Rose,/b/bette+midler/the+rose_20017078.html,"Some say love, it is a river, that drowns the tender reed  
Some say love, it is a razor, that leaves your soul to bleed  
Some say love, it is a hunger, an endless aching need  
I say love, it is a flower, and you, it's only seed  
  
It's the heart afraid of breaking, that never learns to dance  
It's the dream afraid of waking, that never takes the chance  
It's the one who won't be taken, who can not seem to give  
And the soul afraid of dying, that never learns to live  
  
When the night has been too lonely and the road has been too long  
And you think that love is only for the lucky and the strong  
Just remember in the winter, far beneath the bitter snow  
Lies the seed, that with the sun's love in the spring becomes the rose.

"
Devo,Mecha-Mania Boy,/d/devo/mecha+mania+boy_20039790.html,"This is the boy who burns the books  
This is the way he always looks  
This is the boy who smashed his car  
This is the boy who went too far  
  
Washed his eyes with yellow soap  
He stole his daddy's microscope  
All alone or in a crowd  
Never say his name aloud  
  
Now he wants to know your unit's name  
Where you go and whence you came  
He's the mecha-mania boy  
This is the boy who never goes slow  
  
He is the one who destroys his young  
(Oh no everybody got a new way to go)  
All alone or on the telephone  
He knows the time you spend at home  
  
(Oh no never say I didn't tell you so)  
Washed his hands of his daddy's fate  
He put himself in an alternate state  
In a crowd or all alone  
  
No one's laughing anymore

"
Quiet Riot,Main Attraction,/q/quiet+riot/main+attraction_20260532.html,"There's a light  
At the end of the tunnel  
It's rock and roll  
  
There's no fight  
Words into action  
Your life is your own  
  
The tarp is rising  
Take the thunder  
And show us your home  
  
I say  
  
We celebrate it  
We generate it  
  
The main attraction  
Satisfaction guaranteed to rock the chains that bind you  
  
Oh whoa-whoa!  
  
You can fate  
Your time has come  
To feel the need  
  
Don't be safe  
The sky is the limit  
No need to retreat  
  
So take your best shot  
And place your bet on what you know  
(God can tell you)  
  
The stage is set now  
You've got to know how  
  
For  
  
The main attraction  
Satisfaction guaranteed to rock the chains that bind you  
The main attraction  
Your reaction guaranteed to leave your tracks behind you  
  
In the end  
We'll stand in the spotlight  
We are the show  
(Here we go)  
  
We'll defend  
Here's our performance  
It's all we know  
  
We capture the moment  
Power and glory is ours to hold  
(And you never let go)  
  
It's a celebration  
The instigation  
  
It's  
  
The main attraction  
Satisfaction guaranteed to rock the chains that bind you  
The main attraction  
Your reaction guaranteed to leave your tracks behind you  
  
Main attraction  
Satisfaction  
The main attraction  
Your reaction  

"
Judy Garland,Be A Clown,/j/judy+garland/be+a+clown+feat+gene+kelly_20152313.html,"I'll remember forever  
When I was but three  
Mama, who was clever  
Remarking to me  
If son when you're grown up  
You want everything nice  
I've got your future sewn up  
If you take this advice  
  
Be a clown, be a clown  
All the world loves a clown  
Act the fool, play the calf  
And you'll always have the last laugh  
  
Wear the cap and the bells  
And you'll rate with all the great swells  
If you become a doctor, folks'll face you with dread  
If you become a dentist, they'll be glad when you're dead  
You'll get a bigger hand if you can stand on your head  
Be a clown, be a clown, be a clown  
  
Be a clown, be a clown  
All the world loves a clown  
Show 'em tricks, tell 'em jokes  
And you'll only stop with top folks  
  
Be a crack Jackanapes  
And they'll imitate you like apes  
Why be a great composer with your rent in arrears  
Why be a major poet and you'll owe it for years  
When crowds'll pay to giggle if you wiggle your ears  
Be a clown, be a clown, be a clown  
  
Be a clown, be a clown  
All the world loves a clown  
If you just make 'em roar  
Watch your Mounte bank account soar  
  
Wear a painted mustache  
And you're sure to make a big splash  
A college education I should never propose  
A bachelor's degree won't even keep you in clothes  
But millions you will win if you can spin on your nose  
Be a clown, be a clown, be a clown  
  
Give 'em quips, give 'em fun  
And they'll happy to say you're A-1  
If you become a farmer you've the weather to buck  
If you become a gambler you'll be stuck with your luck  
But Jack you'll never lack if you can quack like a duck  
Be a clown, be a clown, be a clown

"
Chris Rea,That Girl Of Mine,/c/chris+rea/that+girl+of+mine_20030563.html,"There's a time and place everywhere I go  
Where the river meets the sea  
Somewhere between the gates of dreams  
And the turning of the key  
There's a cutting edge there's a real fine line  
And it's caught in come and go  
And you're leaving what you thought you knew  
To what you've come to know  
When the twilight turns at the end of day  
And the angels kiss the moon  
There's a diamond sun everywhere she goes  
And there ain't no other way  
I'm gonna dream tonight  
By that pale moonlight  
Till the morning comes my way  
  
I'm walking tall  
And I'm walking fine  
And I'm up there  
With that girl of mine  
  
And I'm standing in the twilight now  
Yeah I'm standing by her side  
Oh I'm gazing in that gate of dreams  
Underneath that midnight sky  
Cause there's a diamond sun everywhere she goes  
And there ain't no other way  
I'm gonna dream tonight  
By that pale moonlight  
Till the morning comes my way  
  
I'm walking tall  
And I'm walking fine  
And I'm up there  
With that girl of mine

"
Bonnie Raitt,Have A Heart,/b/bonnie+raitt/have+a+heart_20022621.html,"Hey!  
Shut up.  
Don't lie to me.  
Hey!  
Mister, how do you do.  
Oh pardon me I thought I knew you.  
Would you stand back baby 'cause I want to get a better look.  
The big man who couldn't handle the little bit of love you took.  
  
Hey, hey, have a heart, hey, have a heart.  
If you don't love me, why don't you let me go?  
Have a heart, please, oh don't you have a heart?  
Little by little you fade while I fall apart.  
  
Oh darling, I love you so.  
I told you yes, and then you told me no.  
Baby, how can you say  
You should be free and I should pay and pay  
And you talk and talk about you and what you need  
But sooner or later your love is gonna make me bleed.  
  
Hey, hey, have a heart, hey, have a heart.  
If you don't love me, why don't you let me go?  
Have a heart, please, oh don't you have a heart?  
Little by little you fade while I fall apart.  
Oh, oh.  
  
Talk on, talk on, but love is what you need.  
And sooner or later that love is gonna make you bleed.  
  
Hey, hey, have a heart, hey, have a heart.  
If you don't love me, why don't you let me go?  
Have a heart, please, oh don't you have a heart?  
Little by little you fade while I fall apart.  
But don't you run away baby.

"
Queen,In The Lap Of The Gods... Revisited,/q/queen/in+the+lap+of+the+gods+revisited_20112715.html,"It's so easy, but I can't do it  
So risky - But I gotta chance it  
It's so funny, there's nothing to laugh about  
My money, that's all you want to talk about  
I can see what you want me to be  
But I'm no fool  
It's in the lap of the Gods  
I can see what you want me to be  
But I'm no fool  
No beginning, there's no ending  
There's no meaning in my pretending  
Believe me, life goes on and on and on  
Forgive me when I ask you where do I belong  
You say I can't set you free from me  
But that's not true  
It's in the lap of the Gods  
I can see what you want me to be  
But I'm no fool  
It's in the lap of the Gods  
Wo wo la la la wo  
Wo wo la la  
Wah wah ooh  
But that's not true

"
Michael Bolton,If I Could,/m/michael+bolton/if+i+could_10179379.html,"If I could  
I'd protect you from the sadness in your eyes  
Give you courage in a world of compromise  
Yes, I would  
If I could  
I would teach you all the things I never learned  
And I'd help you cross the bridges that I burned  
Yes, I would  
  
If I could  
I would try to shield your innocence from time  
But the part of life I gave you isn't mine  
I watched you grow  
So I could let you go  
  
If I could  
I would help you make it through the hungry years  
But I know that I can never cry your tears  
But I would  
If I could  
  
If I live  
In a time and place  
Where you don't want to be  
You don't have to walk along this road with me  
My yesterday  
Won't have to be your way  
  
If I knew  
I'd have tried to change the world I brought you to  
Through there wasn't very much that I could do  
But I still would  
If I could  
  
If, if I could  
I would try to shield your innocence from time  
But the part of life I gave you isn't mine.  
I watched you grow  
So I could let you go  
  
If I could  
I would help you make it through the hungry years  
But I know that I can never cry your tears  
But I would  
If I could  
  
Yes, I would  
Yes, I would  
If I could

"
Loretta Lynn,Don't Leave Me Where You Found Me,/l/loretta+lynn/dont+leave+me+where+you+found+me_20702981.html,"The lights're low I am too the crowd is high so are you  
It's gettin' close to closin' time and the breakup oh it breakup my mind  
You found me in this dimlit bar I'm with you and we're too far  
Now you say my kind of girl just can't fit in your kind of world  
Please don't leave me where you found me  
Oh don't leave me where you found me  
Keep your love wrapped warm around me  
Don't leave me where you found me  
  
I like to cook I like to sew I'd love to watch while babies grow  
I'd work my fingers to the bone if you'll make me the maker of your home  
Please forget the life I've led let me share more than your bed  
I'll make a vow to God above you'll always be the keeper of my love  
Please don't leave me...  
Please don't leave me where you found me

"
Marilyn Manson,The Golden Age Of Grotesque,/m/marilyn+manson/the+golden+age+of+grotesque_10174909.html,"All our monkeys have monkeys  
We drive our death crush diamond jaguar limousines  
We're not fantastic motherfuckers,  
But we play them on TV.  
It's a dirty word Reich,  
Say what you like.  
It's a dirty word Reich,  
Say what you like.  
  
We're the low art gloominati  
And we aim to depress  
The scabaret sacrilegends  
This is the golden age of grotesque  
We're the low art gloominati  
And we aim to depress  
The scabaret sacrilegends  
This is the golden age of grotesque  
  
The devils are girls with van goh's missing ear  
You say want you want but filth is all that they hear  
And I've got the jigger  
To make all of you bigger, so  
""ladies und gentlemen...drop your pissroom bait  
And make sure you're not late, you tramps and lunatics.""  
Here's a trick that's gonna make you  
Click.  
We're the low art gloominati  
And we aim to depress  
The scabaret sacrilegends  
This is the golden age of grotesque  
We're the low art gloominati  
And we aim to depress  
The scabaret sacrilegends  
This is the golden age of grotesque  
  
It's a dirty word Reich,  
Say what you like.  
It's a dirty word Reich,  
Say what you like.  
So my bon mots, hit-boy Tommy trons, rowdy rowdies,  
Honey-fingered goodbye dolls:  
""hellzapoppin, open your third nostril,  
Put on your black face and your god is gone.""  
  
We're the low art gloominati  
And we aim to depress  
The scabaret sacrilegends  
This is the golden age of grotesque  
We're the low art gloominati  
And we aim to depress  
The scabaret sacrilegends  
This is the golden age of grotesque  
  
We sing...  
  
We sing...

"
Kari Jobe,I Am Not Alone,/k/kari+jobe/i+am+not+alone_21080159.html,"When I walk through deep waters  
I know that You will be with me  
When I'm standing in the fire  
I will not be overcome  
Through the valley of the shadow  
I will not fear  
  
I am not alone  
I am not alone  
You will go before me  
You will never leave me [2x]  
  
In the midst of deep sorrow  
I see Your light is breaking through  
The dark of night will not overtake me  
I am pressing into You  
Lord, You fight my every battle  
And I will not fear  
  
I am not alone  
I am not alone  
You will go before me  
You will never leave me [2x]  
  
You amaze me  
Redeem me  
You call me as Your own [4x]  
  
You're my strength  
You're my defender  
You're my refuge in the storm  
Through these trials  
You've always been faithful  
You bring healing to my soul  
  
I am not alone  
I am not alone  
You will go before me  
You will never leave me [3x]

"
Natalie Imbruglia,My Own Movie,/n/natalie+imbruglia/my+own+movie_20873822.html,"Dreaming again of the summer time, when the world was mine  
Drifting again everything you do, makes me fall for you  
  
Trying to keep it together without you around  
You got me up here and now I can't seem to get down  
  
Here it comes, taking over me  
Close my eyes and I'm finally wondering will you  
Here it comes, my own movie  
In your arm where I wanna be wondering will you  
  
Turn back the clock, what I didn't say on the beach that day  
I was afraid that you didn't feel everything I feel  
  
Trying to keep it together without you around  
You got me up here and now I can't seem to get down  
  
Here it comes, taking over me  
Close my eyes and I'm finally wondering will you  
Here it comes, my own movie  
In your arm where I wanna be wondering will you  
  
Didn't wanna be 'cause of recently  
You seem to suffer from the edges  
Didn't wanna care if someone was there  
How did you manage to open me up again?  
  
Here it comes, taking over me  
Close my eyes and I'm finally wondering will you  
Here it comes, my own movie  
In your arm where I wanna be wondering will you  
Here it comes, taking over me  
Close my eyes and I'm finally wondering will you  
Here it comes, my own movie  
In your arm where I wanna be wondering will you

"
Korn,No One's There,/k/korn/no+ones+there_20080305.html,"You and me  
We have no faces  
Soon our lives they'll be erased  
Do you think they will remember?  
Or will we just be replaced  
Oh I wish that I could see,  
How I wish that I could fly  
All the things that hang above me  
To a place where I can cry  
So what can it be?  
No one hears me call,  
Echoes back at me  
No ones there.  
  
To all these nameless feelings  
I can't deal with in my life  
To all these greedy people  
Trying to feed on what is mine  
You've got to fill your hunger  
And stop fucking with my mind  
I know its time to leave these places far behind  
You and me  
We have no faces  
They don't see us anymore  
  
Without love as they had promised  
And no faith for what's in store  
Oh I wish that I could see  
How I wish that I could fly  
All the things that hang above me  
To a place where I can cry  
So what can it be?  
No one hears me call,  
Echoes back at me  
No ones there.  
  
To all these nameless feelings  
I can't deal with in my life  
To all these greedy people  
Trying to feed on what is mine  
You've got to fill your hunger  
And stop fucking with my mind  
I know its time to leave these places far behind  
Where are all these feelings hiding?  
  
Dancing in and out my mind  
Burning up all that I long for  
Feeding me till my decline  
Where are you? My soul is bleeding  
I am searching am I blind?  
All alone and bound forever  
Trapped inside me for all time  
To all these nameless feelings  
I can't deal with in my life  
To all these greedy people  
Trying to feed on what is mine  
You've got to fill your hunger  
And stop fucking with my mind  
I know its time to leave these places far behind  
I know its time to leave these places far behind

"
Leann Rimes,Something I Can Feel,/l/leann+rimes/something+i+can+feel_20656717.html,"Cross my heart and I swear the truth  
Love was dead to me til' i met you  
I spent, a lot of time building up these walls  
Then you come strutting in with your wrecking ball  
  
Just another girl defeated  
Til' you gimme what I needed  
  
Something I can feel  
Something I can feel deep down (Yeah)  
What did I do to deserve  
Someone who gives me love  
That gets better and better and better  
  
Sometimes I've gotta bite my tongue  
It even freaks me out the way I talk you up  
Your like a bad flip on the trampoline  
You just say my name I'm dizzy on my feet  
  
When my day goes numb and empty  
You know exactly how to give me  
  
Something I can feel  
Something I can feel deep down (Yeah)  
You know you're striking in love  
That keeps making this better and better and better  
Something I can feel  
  
I never ever need to ask for more (No)  
What did I do to deserve  
Someone who gives me love  
That gets better and better and better  
  
What did I, what did I do  
To find someone who gives me your love  
What did I, what did I do  
To find someone who gives me your love  
  
Something I can feel  
Something I can feel deep down (Yeah)  
You know you're striking in love  
That keeps making this better and better and better  
Something I can feel  
I never ever need to ask for more (No)  
What did I do to deserve  
Someone who gives me love  
That gets better and better and better  
  
What did I, what did I do  
To find someone who gives me your love (Something I can feel)  
What did I, what did I do  
To find someone who gives me your love (Something I can feel)  
What did I, what did I do  
To find someone who gives me your love

"
Manowar,Sign Of The Hammer,/m/manowar/sign+of+the+hammer_20087820.html,"The spell has been broken,  
the curse has been lifted  
Black is the wind on the heels  
Of the Gifted  
Four sworn to vengeance,  
See the hate in our eyes  
Called by the Gods, and given a sign  
  
Onward pounding Into Glory Ride  
Sign of the Hammer be my guide  
Final warning all stand aside  
Sign of the Hammer it's my time  
  
Pounding, pounding, we are back from the dead  
those who denied us are delivered instead  
Into the hands of Four sworn to ride  
Now the people will triumph and live by the sign

"
Vonda Shepard,You And Me,/v/vonda+shepard/you+me_20144732.html,"Part of me wants to break the ice  
And part of me wants to roll the dice  
Exactly how it stands  
Part of me wants to roll the dice  
And part of me wants to leave them curled up in my hands  
  
Where they will be safe and no one will know  
How I really feel and I'll never be real  
And I'll roll with the punches that I'll never feel  
And I'll have a heart that no one can steal  
  
[Chorus]  
It's you and me and you're nowhere to be found  
I'm rolling on the ground  
It's me and you and I'm nowhere to be found  
  
Part of me wants to break these chains  
And part of me wants to keep them locked up tight  
Part of me wants to stop these rains  
And part of me wants them to fall all night  
  
Fall on my head just to wake me up  
Anything to drench my half-empty cup  
And I'm sorry baby I've had enough  
I'm tired of your promised tearing me up  
  
[Chorus]  
  
You will be safe and no one will know  
How you really feel and you'll never be real  
And you'll roll with the punches that you'll never feel  
And you'll have a heart that I'll never steal  
  
[Chorus]

"
X Japan,Crucify My Love,/x/x+japan/crucify+my+love_20174887.html,"Crucify my love  
  
[Chorus]  
If my love is blind  
Crucify my love  
If it sets me free  
Never know, never trust  
That love should see a color  
Crucify my love  
If it should be that way  
  
[Bridge]  
Swing the heartache  
Feel it inside out  
When the wind cries  
I'll say goodbye  
Tried to learn, tried to find  
To reach out for eternity  
Where's the answer  
Is this forever  
  
Like a river flowing to the sea  
You'll be miles away and I will know  
I know I can deal with the pain  
No reason to cry  
  
Crucify my love  
[Chorus]  
  
Till the loneliness shadows the sky  
I'll be sailing down and I will know  
I know I can clear clouds away  
Oh! is it a crime to love  
  
[Bridge]  
[Chorus]

"
U2,Another Day,/u/u2/another+day_20141559.html,"Wake up  
The dawn of another dull day  
Take up  
Your dreams and on your way  
Oh oh ooh  
  
Daylight  
Mother stands in the hall  
Last night  
Head against the wall  
Oh oh ooh  
  
When night turns to day  
And the children come out to play  
Another day  
  
Stop, shake out  
They came my way  
Oh oh ooh...  
  
Boy, salute in a street uniform  
Toy, soldier ripped and torn  
Oh oh ooh  
  
When night turns to day  
And the children come out to play  
Another day  
  
Stop, shout  
They came my way  
Oh oh ooh

"
Children,"Boom, Boom, Ain't It Great To Be Crazy?",/c/children/boom+boom+aint+it+great+to+be+crazy_20590463.html,"A horse and a flea and three blind mice  
Sat on a curbstone shooting dice  
The horse he slipped and fell on the flea  
""Whoops,"" said the flea, ""There's a horse on me!""  
  
Boom, boom, ain't it great to be crazy?  
Boom, boom, ain't it great to be crazy?  
Giddy and foolish the whole day through  
Boom, boom, ain't it great to be crazy?  
  
Way down South where bananas grow  
A flea stepped on an elephant's toe  
The elephant cried, with tears in his eyes  
""Why don't you pick on someone your own size?""  
  
Boom, boom, ain't it great to be crazy?  
Boom, boom, ain't it great to be crazy?  
Giddy and foolish the whole day through  
Boom, boom, ain't it great to be crazy?  
  
Way up North where there's ice and snow  
There lived a penguin and his name was Joe  
He got so tired of black and white  
He wore pink slacks to the dance last night!  
  
Boom, boom, ain't it great to be crazy?  
Boom, boom, ain't it great to be crazy?  
Giddy and foolish the whole day through  
Boom, boom, ain't it great to be crazy?  
  
Eli, Eli had some socks  
A dollar a pair and a nickel a box  
The more you wear 'em the better they get  
And you put 'em in the water and they don't get wet!  
  
Boom, boom, ain't it great to be crazy?  
Boom, boom, ain't it great to be crazy?  
Giddy and foolish the whole day through  
Boom, boom, ain't it great to be crazy?  
  
Called myself on the telephone  
Just to hear that golden tone  
Asked myself out for a date  
Said be ready 'bout half-past eight!  
  
Boom, boom, ain't it great to be crazy?  
Boom, boom, ain't it great to be crazy?  
Giddy and foolish the whole day through  
Boom, boom, ain't it great to be crazy?  
  
Took myself to the picture show  
Sat myself on the very last row  
Wrapped my arms around my waist  
Got so fresh I slapped my face!  
  
Boom, boom, ain't it great to be crazy?  
Boom, boom, ain't it great to be crazy?  
Giddy and foolish the whole day through  
Boom, boom, ain't it great to be crazy?

"
Enigma,Turn Around,/e/enigma/turn+around_20050428.html,"Good evening  
This is the voice of enigma  
Feel your body  
Start to move slowly  
Let the rhythm be your guiding light  
  
Feel your body  
Start to move slowly  
Start to move slowly  
Very slowly  
  
The screen behind the mirror, the voice and the snake  
Principles of lust, the eyes of truth, TNT for the brain  
  
Turn around and I will show you something  
Turn around and you will see  
Life, like a real way out, a kind of LSD  
  
Turn around, you're feeling all the changes  
Turn around and you will feel  
You'll reach your holiness  
You are a part of me  
  
Turn around and I will show you something  
Turn around and you will see  
Life, like a real way out, a kind of LSD  
  
Turn around, you're feeling all the changes  
Turn around and you will feel  
You'll reach your holiness  
You are a part of me  
  
Let the rhythm be your guiding light  
Let the rhythm be your guiding light  
Let the rhythm be your guiding light  
Let the rhythm be your guiding light  
Be your guiding light

"
Harry Belafonte,Lemon Tree,/h/harry+belafonte/lemon+tree_20629925.html,"When I was just a lad of ten, my father said to me  
Come here and take a lesson from the lovely lemon tree.  
Don't put your faith in love my boy, my father said to me,  
I'll fear you'll find that love is like the lovely lemon tree.  
  
Ref (2x):  
Lemon tree very pretty, and the lemon flower is sweet,  
But the fruit of the poor lemon is impossible to eat.  
  
Beneath the lemon tree one day my love and I did lie,  
A girl so sweet that when she smiled the stars rose in the sky.  
We past that summer lost in love beneath the lemon tree,  
The music of her laughter hid my father's words from me.  
  
Ref (2x)  
  
One day she left without a word she took away the sun,  
And in the dark she'd left behind I knew what she had done.  
She left me for another it's a common tale, but true,  
A sadder tale, but wiser now I sing this song for you.  
  
Ref (3x)

"
Freddie King,Same Old Blues,/f/freddie+king/same+old+blues_20825545.html,"Morning rain keeps on falling  
Like the tears that fall from my eyes  
As I sit in my room  
Staring out at the gloom  
That's the rain in the same old blues  
  
I can't help, I can't help but thinking  
When the sun used to shine on my back door  
Now the sun is turned to rain  
All my laughter is turned to pain  
Yes it's the same, the same old blues  
  
Sunshine, sunshine is all you see now  
But it all, it all looks like clouds by me  
When I sit in my room  
Staring out at the gloom  
It's the rain, it's the same old blues  
Yeah, yes it's the rain, it's the same old blues  
Yeah, yes it's the rain, it's the same old blues

"
Coldplay,What's Going On,/c/coldplay/whats+going+on_20340766.html,"(Chris feat. Bono on All Star Tribute)  
  
Bono: Mother, mother  
There's too many of you crying  
  
Chris: Brother, brother, brother  
There's too many of you dying  
You know you've got to find a way  
To bring some lovin' here to stay  
  
Bono: Father, father  
We don't need to escalate  
And war is not the answer  
For only love can conquer hate  
  
Chris: You know we've got to find a way  
To bring some lovin' here to stay  
Picket lines won't block our way  
  
Bono: Don't punish me with brutality  
Talk to me, and you can see  
What's going on  
What's going on  
What's going on  
What's going on  
Father, father, everybody thinks we're wrong  
But who are they to judge us  
Together we can be strong  
  
Chris: You know we've got to find a way  
To bring some lovin' here to stay  
Picket lines won't block our way  
Don't punish me with brutality  
Talk to me, so you can see  
What's going on, What's going on  
What's going on, What's going on  
What's going on, What's going on  
What's going on, What's going on

"
Primus,Camelback Cinema,/p/primus/camelback+cinema_20110882.html,"He's standin' tall at 5 foot 4,  
With the sharpness of a troubadour.  
I dare you look him in the eye.  
His stench would make a buzzard cry.  
  
He likes burt in white lightning.  
Camelback cinema.  
  
In the dark she sat and wait  
For her steady random date.  
Reflecting back to a time  
When eager boys would stand in line.  
She likes Burt in White Lightning.  
He's standin' tall at 5 foot 4.  
Lurking in the corridor.  
He came to buy his weekly whore  
At camelback cinema.

"
Air Supply,I Know You Better Than You Think,/a/air+supply/i+know+you+better+than+you+think_20004928.html,"(graham russell)  
You didn't have to be so mad  
When you ran across the road  
The light alone soon told me  
You had a heavy load  
But I can't see why you didn't stay  
Why you didn't come to see if I felt  
The same way  
And I do, and I do  
I never asked for any comfort  
To take up your time  
But now I feel so very different  
I need to make you mine  
And I want to take what you have to  
Give me  
And bring you the words that fall  
From my head  
And I will, and I will  
I know you better than you think  
And always will  
Know you better than you think  
And always will, always will  
I know you better than you think  
And always will, always will  

"
Genesis,Harlequin,/g/genesis/harlequin_20058819.html,"Came the night a mist dissolved the trees  
And in the broken light colors fly, fading by.  
Pale and cold as figures fill the glade  
Grey is the web they spin, on and on, and on and on.  
Through the flame still summer lingers on  
Though her pictures soon shatter.  
  
All, always the same.  
But there appears in the shades of dawning,  
Though your eyes are dim,  
All of the pieces in the sky.  
  
There was once a harvest in this land.  
Reap from the turquoise sky, harlequin, harlequin,  
Dancing round, three children fill the glade,  
Theirs was the laughter in the winding stream, and in between.  
Close your door, the picture fades again  
From the flames in the firelight.  
  
All, always the same,  
But there appears in the shades of dawning,  
Though your eyes are dim,  
All of the pieces in the sky.  
  
All, all is not lost,  
And light appears in the shades of dawning  
When your eyes can see  
Order the pieces, put them back, put them back.

"
U. D. O.,Can't Get Enough,/u/u+d+o/cant+get+enough_20141317.html,"Again it's around seven  
I'm burning like a candlelight  
I don't know where I'm going  
But I'm ready for this night  
  
You'd better run for cover  
Before I start to smile  
No way there's time for wasting  
Never walk in a line  
Never walk in a line  
Oh yeah  
  
And I just keep going  
Forget these boring times  
And I'm hungry for desire  
No way to live in a line  
  
You'd better run for cover  
Before I start to smile  
No way there's time for wasting  
Never walk in a line  
  
Reckless and mean I'm ruling the scene - I never get enough  
Acting the night - I'm gone with the light - I can't  
get enough  
I never get enough  
  
Again it's around seven  
I'm burning like a candlelight  
I don't know where I'm going  
But I'm ready for this night  
  
Reckless and mean I'm ruling the scene - I never get enough  
Acting the night - I'm gone with the light - I can't  
get enough  
  
Reckless and mean I'm ruling the scene - I never get enough  
Acting the night - I'm gone with the light - I can't  
get enough  
I never get enough

"
Linkin Park,X-Ecutioner Style,/l/linkin+park/x+ecutioner+style_10166037.html,"From the top  
From the top  
From the top  
From the top  
From the top  
From the top  
From the top  
From the top  
  
Shut up!  
Shut up!  
Shut up!  
Shut up!  
When I'm talkin' to you  
Shut up!  
Shut up!  
Shut up!  
Shut up!  
  
I'm about to!  
Wasn't that fun?  
Lets try something else, else, else, else  
  
Point 45 caliber killer out of the filla  
Elevated show your brothas how your not a gorilla  
Smooth talking fully automatic weapon constiller  
Taste thrilla, great filler  
Hit him like a Godzilla  
Filthy stinking standing on the side of the ground  
Still be sinking submerging in the parks  
Still be linking plucked beats when it starts  
Hope your thinking it's not a mirage  
I'm in a mother fucking tractor without a disguise  
Well if you could duck but it's hard to dodge  
In the back of that spine where my darkness lies  
Flippin straight up ripping apart your side  
X-Ecutioner's style cuts and blends  
Like a syringe banging you in each of your limbs  
See me coming through your party hard  
Without no body guard  
Smoking something, stomping on each of your tims  
I'm a B to the L to A to C king  
And when it comes around I hear the key thing it's  
  
Shut up!  
Shut up!  
Shut up!  
Shut up!  
Shut up!  
Shut up!  
Shut up!  
Shut up!

"
Santana,Let It Shine,/s/santana/let+it+shine_20121245.html,"Clap your hands, make a smile  
Let me know you hear me  
Stay a while, play with me  
Long as you are near me  
Way to go, straight I know  
Love to hear your laughter  
Without a care you are there  
Together ever after  
Me and you coming through  
It's what we got together  
Lay it down, make it work  
No matter what the weather  
We got lot's of soul, lots of love  
Without a thought of giving unselfishly  
You and me all the love we're given  
  
See the light  
Let it shine  
Let it shine  
Down on me  
Feeling good  
Knew I wouould  
Ever since  
You set me free

"
Nick Cave,The Ship Song,/n/nick+cave/the+ship+song_20217613.html,"Come sail your ships around me  
And burn your bridges down  
We make a little history, baby  
Every time you come around  
  
Come loose your dogs upon me  
And let your hair hang down  
You are a little mystery to me  
Every time you come around  
  
We talk about it all night long  
We define our moral ground  
But when I crawl into your arms  
Everything comes tumbling down  
  
Come sail your ships around me  
And burn your bridges down  
We make a little history, baby  
Every time you come around  
  
Your face has fallen sad now  
For you know the time is nigh  
When I must remove your wings  
And you, you must try to fly  
  
Come sail your ships around me  
And burn your bridges down  
We make a little history, baby  
Every time you come around  
  
Come loose your dogs upon me  
And let your hair hang down  
You are a little mystery to me  
Every time you come around

"
Bonnie Raitt,I Can't Help Myself,/b/bonnie+raitt/i+cant+help+myself_20821539.html,"Can't help myself, falling in love  
I can't help myself  
Can't help myself, falling in love  
Billy was a friend of mine  
We used to walk down by the river  
And he'd hold my hand  
We were only ten or twelve years old  
Didn't know about love  
I found out that it could hurt you so  
Can't help myself, falling in love  
I can't help myself  
Can't help myself, falling in love  
Jimmie was the one in high school days  
We used to drive around the city  
Thinking we'd grown up  
Must've been just about sweet sixteen  
I found a brand new world  
Brand new love that I had never seen  
Can't help myself, falling in love  
I can't help myself  
Can't help myself, falling in love  
No matter how hard I try  
I just can't leave it alone  
No use in wonderin' why  
'Cause my heart has a mind of its own  
Can't help myself, falling in love  
I can't help myself  
Can't help myself, falling in love  
But I keep on falling  
Can't help myself, falling in love  
I can't help myself  
I keep on falling  
Can't help myself, falling in love  
I keep right on falling  
Can't help myself, falling in love  
I can't help myself  
Can't help myself, falling in love  
Falling in love  

"
